epoch,loss,val_loss
81,0.0003063924530799702,0.0003512743816613425
82,0.0003175853409962503,0.00036935397763633826
83,0.00031413528705458713,0.0003696676207362222
84,0.0003127792490138742,0.0003941299312239554
85,0.00030199491835594737,0.00036896489970839703
86,0.0003199677098330398,0.0003763324723288807
87,0.0003154881413086291,0.00029813282232199153
88,0.0003168024375400772,0.0003741340172863976
89,0.00030450220620603137,0.00031311500248086625
90,0.00030591605693212784,0.000331910596394343
91,0.0003150097115086691,0.0003033272834513542
92,0.0003276587106917933,0.0003602064880396938
93,0.0002995463634796903,0.0002905626576702001
94,0.0003058936105321135,0.00042981523727255133
95,0.00030642014672780787,0.0002913476381068262
96,0.0003158928065623596,0.00030077757620507753
97,0.00030149041190604043,0.000377936127680347
98,0.0003100068777724294,0.00034660223814973826
99,0.0003190364698536406,0.0003087909162786673
100,0.0003216386975855667,0.0003066446880599388
101,0.00033100962157554126,0.0002821746853870162
102,0.0003131483200470407,0.00030063616732684965
103,0.0003046482942496915,0.00030299807357390393
104,0.00032399208871514173,0.0003559148166031638
105,0.0003097965669026614,0.00029990148561196024
106,0.00032038916378483636,0.0002915632832060938
107,0.00032849288561444734,0.00030892658958905754
108,0.00030935585516321247,0.0003025204411963333
109,0.00032590633463118533,0.0003167104181129081
110,0.00032341016301521704,0.0003182863216780414
111,0.0003226235808349962,0.00032028444975902164
112,0.00031597343987411765,0.00032591993284072755
113,0.00032138917515058864,0.00030256448045453424
114,0.0003219785042958152,0.0003448137710673858
115,0.00032916139541091567,0.00034919273184641497
116,0.00032324100356381416,0.0003230388136965784
117,0.0003348607011453974,0.00035089235311983535
118,0.0003253731167202995,0.0003769045084642558
119,0.0003277328483710369,0.00037656205995517666
120,0.00033237020908040134,0.0004005888017940486
121,0.00031600549447573353,0.0003722433283495347
122,0.0003116114819476934,0.0003585675230544225
123,0.0003204622856561182,0.0003923998315793356
124,0.0003328011515109837,0.00043435870427000573
125,0.0003270964187850089,0.00037785659630090404
126,0.00033235141342099914,0.0004101157954959062
127,0.0003398153289676176,0.00047192468221456856
128,0.0003421196456661701,0.0004566155520853285
129,0.0003300871104459171,0.00048715827474285
130,0.00032256891556727447,0.0005382587706288392
131,0.00032951131152715466,0.0005498465750540216
132,0.0003277430476583701,0.0005303237394668138
133,0.0003189538259555837,0.0005326762089305917
134,0.00032997034621715137,0.0005921287595222512
135,0.0003306827448582006,0.0005660285144264943
136,0.0003235598322164333,0.0005377228654812343
137,0.00032259209208287124,0.0005705051955962571
138,0.00032655184855068004,0.0006101867292914796
139,0.00034289186735203655,0.0006100476760847788
140,0.000322813085353613,0.0006122177986285618
141,0.0003428217429440539,0.00055983782535537
142,0.0003393487256243962,0.0005141506050195484
143,0.0003412801421817414,0.0005276734272068579
144,0.0003225362186053327,0.0005085527861196812
145,0.00033492933139554103,0.0005462315795525416
146,0.0003454089156135176,0.0005511434763267222
147,0.00034979337926597837,0.0005626102400877725
148,0.0003486574405965363,0.0006073866619344164
149,0.000342132783682196,0.0005552589175161248
150,0.0003243599309219223,0.0005937050407684343
151,0.00032364965156114414,0.000582047759588236
152,0.0003120453096731379,0.0006287756285232984
153,0.00033734503166322674,0.000651907484365545
154,0.00032705357620344623,0.0005899002281319768
155,0.00033995030246822836,0.0005956380450965405
156,0.0003176502998157941,0.0006581855872461936
157,0.00034595842356210303,0.0005545797817189048
158,0.0003240354361529018,0.0005328603173278252
159,0.00032093318491926395,0.0005996656581213328
160,0.0003617140043001418,0.0005494921919414671
161,0.0003324955689556943,0.0005446281116104836
162,0.0003295919574748285,0.00048133734718944384
163,0.00034274481000850013,0.00047151280360220187
164,0.00032734083689126345,0.0005556779749574215
165,0.00032654625733905836,0.000508455641572843
166,0.0003353549959167159,0.0005450934215118383
167,0.0003560037280473607,0.0004975750141110278
168,0.0003584468762365126,0.0005040489075541058
169,0.00036673359348206433,0.0005351693580450956
170,0.0003417009421080069,0.0005219296022005437
171,0.0003446253392372237,0.0004923947757668109
172,0.00035218900766039547,0.0005280621641277856
173,0.0003610440743266798,0.0005162402278395294
174,0.0003759853775910481,0.0004232294481078176
175,0.0003598400136010882,0.0004155580790585886
176,0.00035666067592965043,0.0004978298207146616
177,0.0003488988606399409,0.0005195576082127553
178,0.00035476827993071363,0.0004064077732918496
179,0.0003540144134237831,0.0004177258655652301
180,0.00034881947714148447,0.00043826611020930987
181,0.000359295628130852,0.00044288396812215285
182,0.00036054312390058934,0.0004790654414618449
183,0.00038314479014780887,0.00038951768505392144
184,0.00036116200011196686,0.00035354538185321656
185,0.00039179042465440066,0.0003103088624544291
186,0.0003669393655190316,0.0003570996478522241
187,0.000385866974572589,0.00048152964293823224
188,0.00037222892573545113,0.00039653799446087387
189,0.00037380046130060295,0.0003814688995375678
190,0.00038954860598809714,0.00038185725941944197
191,0.0003596855928094759,0.0004039972282043891
192,0.00036327746194069366,0.0004410165655933858
193,0.00035228493394883056,0.00038091441812117835
194,0.00036746368489206337,0.0005111524531136692
195,0.00039648805228531574,0.0003369325103556227
196,0.0003975952005838262,0.00030089012759216367
197,0.00040095366029068233,0.0004322473588378189
198,0.00042685707962939764,0.00041287926861139783
199,0.00044057358469141777,0.00033207183854328296
200,0.00044004323129876854,0.0004401743675343288
201,0.0004420916196345396,0.000417135674658365
202,0.00046983486659717914,0.00037695400501166554
203,0.00048465168304920585,0.00042349675780261513
204,0.0004542808390429449,0.0004084314412680482
205,0.0004645913018554595,0.00043278877060134514
206,0.00046933280942891,0.00041033464132102807
207,0.00047922949429139505,0.0004561304659171797
208,0.0005260979842223719,0.00040192006059335065
209,0.0007312776935477391,0.0007283914752299418
210,0.0006206259946749244,0.0004085094653740217
211,0.0005625769002739705,0.0005167492476282539
212,0.0008027968224382879,0.0005033148965380593
213,0.0006867411220360568,0.00044097475609519547
214,0.000551050324339145,0.00046393671169318943
215,0.0007171964560075322,0.0003943403183203533
216,0.0006086044266633415,0.0004897362779742895
217,0.0007262859180044169,0.0004031923969491532
218,0.0005829919428945268,0.000538796466357513
219,0.00054602451220269,0.00033463233908418365
220,0.0005481364398717757,0.00031743936880743336
221,0.0005885355480943567,0.00037957921561910016
222,0.0005895545290237654,0.0003455780882123851
223,0.0005991639989068466,0.00032225184061056045
224,0.0005385690151053921,0.0003929980406717411
225,0.0005385617981697539,0.00047748705016120393
226,0.0005328393747799679,0.00038054993902893755
227,0.0005688023817309448,0.0005044173968224855
228,0.0005967082911336894,0.000341633978918895
229,0.0006184869961799525,0.00033632379226593696
230,0.0005668590377729145,0.0003939004282876661
231,0.0006790464971179139,0.00038091752203934663
232,0.0008443969888714185,0.00021738757716187085
233,0.0006136157449677633,0.0003604620331530254
234,0.0006151640159232386,0.0003841206529721282
235,0.0006068683724192599,0.0003289647253736535
236,0.0006009195302377449,0.0003139560708672541
237,0.0006322147375809954,0.00042888729427324827
238,0.0006326622407037252,0.0003174304078503851
239,0.0006963743016902702,0.0005091651369452045
240,0.0007141255914667114,0.00039487646491205157
241,0.0006762056886825409,0.0004105966138334171
242,0.0006379481474552176,0.0005247401524470394
243,0.0006443902097124429,0.0004098132832736797
244,0.0006283306239174392,0.00041967859584367354
245,0.0006533695319296697,0.0005036458871258861
246,0.000621748133237552,0.0004862924737180412
247,0.0005745014444557434,0.0003688641095857961
248,0.0006460775535880758,0.0006381736950382166
249,0.0006215682646242294,0.0005031004666574625
250,0.0005657842679427718,0.0006607806820230668
251,0.0006296960264487304,0.001087796991936664
252,0.0006991492085621668,0.0005243034464750535
253,0.0007361376237814106,0.000474243455033395
254,0.0007596856376401804,0.0004874119590300217
255,0.0006722711698039559,0.0008667652197319138
256,0.0010177015258191343,0.0005288288875282673
257,0.0007497682176861251,0.00046848025832492993
258,0.0007964359173753949,0.00025995499856221345
259,0.0006809116371375096,0.0005203917035567643
260,0.0007511350343392132,0.00041061467407095786
261,0.0007456196632652264,0.0005099545389170731
262,0.0006967283592599848,0.0005363169753656941
263,0.000623569879282118,0.00033140747275277083
264,0.0006079769925048259,0.0004960700578735935
265,0.0006100491907835611,0.0004334888417896068
266,0.0008879270720040536,0.001110940015731852
267,0.000820326285112452,0.0005427804753708187
268,0.0006793058529752372,0.0004943377898598555
269,0.0007184771649727868,0.0004990274515234085
270,0.0006687159678183242,0.0004935442058708492
271,0.0006594537478326816,0.0005429840551668723
272,0.0007969418303457404,0.0004056380359329256
273,0.0008665725484872484,0.00026854225981932196
274,0.0006995823837995981,0.0005370136934609892
275,0.0009060714367194883,0.0005078252288512886
276,0.0010078482290869757,0.0003471071032061659
277,0.0008630759446354309,0.0004802872073709937
278,0.0007356901745682573,0.0004253405831524801
279,0.0008283234314029428,0.00045408166207540915
280,0.0007136352307126916,0.00043961408279274646
281,0.0006792214097643447,0.00040275016467336067
282,0.0006726989977114206,0.00041631239208286656
283,0.0006036275636832505,0.00045914786230295086
284,0.0006824268329069331,0.0005468470094723778
285,0.0007422185658550304,0.0003944397877763977
286,0.0007371175266683596,0.00037414559483295307
287,0.0007145059150310892,0.00039388352043341217
288,0.0007269039785194451,0.00038974709225251847
289,0.0007358668224207563,0.00035800976095689456
290,0.0006897975711752887,0.00037923276014386345
291,0.0006300552867621422,0.00047787198608977417
292,0.0006284811142082147,0.00040798651260796334
293,0.0006314693887406243,0.00041015546123483493
294,0.0007368747240291892,0.0004347865370244322
295,0.0005903428087902867,0.0006117604382726474
296,0.0005518685817364118,0.00035895782901420985
297,0.0005817852236620275,0.0003689115320572883
298,0.0006200562082072103,0.00035100752853288534
299,0.0007203725590219642,0.0002638302039218508
