epoch,loss,val_loss
0,0.02356946743258539,0.05413566147805849
1,0.010066399757103123,0.011045863326751929
2,0.002300740413022778,0.008572732319461304
3,0.0019436735881962687,0.006495547400738681
4,0.001779057883782368,0.005277879959655419
5,0.0016297592387746137,0.005197416167100207
6,0.001556696527283987,0.004654071409116595
7,0.0014309845355293064,0.0044765485226354726
8,0.0013689097897151053,0.0040470887333332725
9,0.0012547369803907358,0.0042245145983435895
10,0.0011377584874257918,0.004784004546630005
11,0.0010935036669834908,0.004748277698929408
12,0.0010406484473415455,0.005104650260524496
13,0.0009598767101799601,0.005792344188033466
14,0.0009450168029381077,0.005599677710158764
15,0.0008660301105827717,0.005766622643504353
16,0.0008537275673117705,0.0061324003696320096
17,0.0008243060507366295,0.006181570896735459
18,0.0007880549866706933,0.006184001791980871
19,0.0007900274596911503,0.006584487197174253
20,0.0007474290265788824,0.0069116039929427
21,0.0007511515550221863,0.006598882405556009
22,0.0007507902355403681,0.00644950311684892
23,0.0007028185639692164,0.006062775188344377
24,0.0007089016162850037,0.0056267794429646426
25,0.0007016434979245485,0.005338846026514897
26,0.0006875972377974253,0.004928169644378666
27,0.0006838697018339094,0.004829485227888012
28,0.0006818451815513466,0.004191883314567402
29,0.0006182903992633235,0.0037721092323194814
30,0.0005897840032819606,0.0031715674192716557
31,0.0005646675873311663,0.0028433533081945774
32,0.0005744970813388647,0.0029380359176631077
33,0.0005880686946335843,0.0021636181714069715
34,0.0005405803130489372,0.0020639267339206792
35,0.0005418202451945162,0.0015900719980195658
36,0.0005237576094506871,0.0015295265517017791
37,0.000533002774953792,0.0012145774447644192
38,0.0004998262835890227,0.0011211167386457365
39,0.0004931921423861294,0.0011168846206547802
40,0.0004979584393444455,0.0007946117827272889
41,0.0004740384392167236,0.0007570995502486339
42,0.00045403623058902834,0.0007583784915422096
43,0.00046156473209937724,0.0006674231381646892
44,0.00044804797793141903,0.0007100921155356713
45,0.0004642792151959524,0.0006551141044410007
46,0.00042730886326346846,0.0005693332172728226
47,0.000420405169611456,0.000744165179613072
48,0.0004189700155471128,0.0005909779639991672
49,0.00039916266497481414,0.0006031163829367655
50,0.00040526505613066444,0.0005317802730828322
51,0.00039010884723793813,0.0005371504405636241
52,0.0003990950857206406,0.00058842915118743
53,0.0003949278269491741,0.0004709543467309713
54,0.0003571036688221404,0.0004692864999790746
55,0.00038715218247871593,0.00045012491650328124
56,0.0003553206321252811,0.00044646943505915045
57,0.00035961861006159805,0.0003815862630343712
58,0.0003570255392663192,0.0004164068146458115
59,0.0003469297221097524,0.0003849011122972169
60,0.0003458820156722274,0.00038427644671280766
61,0.00034235186191188417,0.00034724865797804394
62,0.00033319142452559837,0.00042156539376157846
63,0.00032812260290838806,0.00040141618677914855
64,0.0003259006659582538,0.00034907626128615984
65,0.000315350945001747,0.0003582079450151308
66,0.0003199149318581398,0.0003779415056830176
67,0.0003296556608225575,0.00034755485234307023
68,0.0003063654557716401,0.0003365298569085152
69,0.0003225803344575133,0.0003370505271371204
70,0.00032546358096732515,0.00035232083984523984
71,0.0003125145698665712,0.0003311605650571223
72,0.00029715271952583655,0.00040538846154531175
73,0.00029695438486715,0.00037080227042786325
74,0.0003054544665882546,0.00033722504555471996
75,0.00031980736057485277,0.00030793333157549463
76,0.00030472576007287475,0.0003539432965386796
77,0.00030123800839512087,0.00042456240589672234
78,0.0003150137865389318,0.000324543788070407
79,0.00031363044014493793,0.00037484201846596347
80,0.00031254038789767284,0.0003171796577268705
